treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production
treatment company 10,-38.16,12576,5992,7/1/2014,operator 11,6356,2896.1667,12.26,10,0,31360.51,0.62,0.01,0.34,,4.85,0.46,13479.49,6980.1,30.95,4250,,70,32,9562048,0.91,513.7811557
treatment company 4,-47.959999,15445,5888,9/1/2016,operator 7,8680,4096.5459,204.77,1,3086,34285.5,0.26,0.02,0.33,0.8,4.58,0.57,13273.95,6900.74,30.76,4148,,91,45,11832149,1.14,1268.545581
treatment company 4,-26.27,13269,6813,4/1/2018,operator 14,5869,1135.8936,28.81,5,4642,34779.81,0.93,0.04,0.27,,5.01,0.46,11761.83,6771.15,28.15,5524,6640,109,38,,1.19,4746.050294
treatment company 4,-36.02,12512,7742,1/1/2016,operator 4,4520,2926.4392,93.45,11,5916,35761.7,0.63,0.04,0.32,0.81,4.83,0.63,12601.6,7230.83,32.08,5789,,101,30,7551342,0.99,2417.129505
treatment company 13,-35.950001,11364,5459,7/1/2011,operator 15,5728,820.81476,6.33,32,11479,33367.4,0.48,0.02,0.33,,4.65,0.58,13183.12,7057.25,31.21,,,58,18,6078652,4.14,1012.636127
treatment company 4,-43.18,15645,6981,3/1/2019,operator 8,8414,,45.38,3,5652,32928.36,0.29,0.01,0.33,0.87,4.69,0.6,13275.93,6959.58,30.94,3670,10130,95,41,20200290,1.44,3916.020999
treatment company 5,-24.33,14894,6847,7/1/2013,operator 1,6811,3159.9893,0.57,10,0,34634.34,1.13,,0.29,,4.9,0.44,12216.1,6764.21,28.45,5110,6421,100,19,,0.98,2184.601435
treatment company 12,-15.64,13785,9011,7/1/2014,operator 25,4524,1008.0933,23.12,10,0,35210.85,0.43,0.02,0.33,0.81,4.68,0.59,13202.61,7034.19,31.14,4650,8741,89,30,12578710,1.17,2954.911826
treatment company 7,-5.6999998,13239,8957,7/1/2012,operator 11,4080,2250.4063,14.09,4,986,34654.38,0.35,0.03,0.26,,4.66,0.76,11840.69,7095.32,31.36,6693,,69,11,1183859,0.5,944.0991953
treatment company 3,-23.32,16109,6523,11/1/2018,operator 5,9269,1406.1554,1.51,5,3558,34702.96,0.56,0.01,0.34,0.88,4.75,0.51,13393.22,7013.81,31.07,,,77,46,18379536,1.19,3187.030361
treatment company 5,-73.519997,14889,7543,2/1/2019,operator 11,5759,1150.5405,12.81,8,5377,33426.54,0.49,,0.33,0.8,4.66,0.58,13167.66,7032.46,31.14,5217,6441,92,30,5944860,0.87,2788.323309
treatment company 12,-26.25,15447,8586,7/1/2013,operator 7,6725,4285.1748,56.61,1,0,30900.89,0.82,0.06,0.23,,4.28,0.45,11732.57,7098.3,30.59,5963,6610,85,45,28511624,2.97,3437.327277
treatment company 10,-22.32,13776,6723,1/1/2015,operator 4,6498,,9.99,14,5506,35330.63,0.49,0.02,0.33,,4.66,0.58,13167.66,7032.46,31.14,4981,,94,44,8745531,0.82,1178.496596
treatment company 5,-30.540001,15034,7211,6/1/2017,operator 5,7373,1665.9456,125.83,1,3509,34679.94,1.24,,0.34,,4.1,1.78,12381.15,6475.55,29.72,5425,,79,37,18819410,1.14,2446.118353
treatment company 5,-48.080002,12056,6600,7/1/2014,operator 1,5087,1074.8921,2.88,19,3254,34897.14,0.5,,0.21,0.7,4.42,0.49,13834.17,6796.6,26.13,,,102,10,6966623,1.61,1398.284682
treatment company 4,-30.690001,14631,6661,7/1/2014,operator 1,7174,2108.5647,49.46,39,15667,34594.03,0.62,0.01,0.34,0.89,4.8,0.37,13485.15,6917.72,30.77,4876,,101,17,11418378,1.39,2946.942466
treatment company 10,-32.240002,16097,7534,2/1/2018,operator 4,8303,2224.2585,1.59,16,8039,33141.48,0.57,0.04,0.33,,4.76,0.49,12747.31,7176.83,31.74,5703,9118,101,54,,1.4,2845.394623
treatment company 1,-66.260002,12690,8355,7/1/2013,operator 26,3964,2504.8887,411.29,1,559,30823.23,0.24,0.03,0.33,0.97,5.1,0.92,12995.7,6968.18,31.52,5511,,86,14,3234287,0.71,762.880662
treatment company 10,-28.93,9556,6603,2/1/2012,operator 11,2752,3774.3704,238.9,2,7541,33937.75,0.45,0.02,0.34,,4.72,0.58,13284.4,7002.64,31.05,4810,,68,9,2660320,1.02,519.0145369
treatment company 3,-54.330002,14852,6252,9/1/2017,operator 8,8076,596.68768,68.71,7,6686,27167.79,0.29,0.02,0.33,0.85,4.68,0.62,13196.24,6988.52,31.04,3947,,91,42,16770926,1.38,1703.10984
treatment company 9,-28.969999,14175,7503,9/1/2017,operator 6,6422,414.23495,433.59,1,0,34601.01,0.09,0.02,0.24,0.96,3.75,0.62,11154.73,6788.42,28.14,4933,,99,49,20365232,1.89,4134.70943
treatment company 1,-38.939999,18090,6729,9/1/2015,operator 8,10767,2698.2388,10.88,5,4096,34557.48,0.76,,0.34,,5.76,0.2,13697.88,6894.59,30.67,4985,8418,89,37,21490254,1.07,1999.640558
treatment company 7,,12642,8721,1/1/2013,operator 11,3682,777.88989,3.52,5,3981,34692.64,0.96,,0.29,0.22,4.29,0.7,11825.96,7089.98,31.87,6084,,69,10,1024417,0.61,769.5577622
treatment company 10,-32.900002,14022,8026,2/1/2017,operator 4,5746,3302.0991,4.99,20,8276,33955.08,0.04,,0.34,0.88,4.55,0.75,13166.14,6859.29,30.66,5127,,96,36,10663885,0.95,2220.562836
treatment company 8,-26.110001,11896,6692,7/1/2013,operator 6,4788,2575.49,2.44,9,2509,35224.25,1.08,0.07,0.2,0.51,4.89,0.7,10805.18,6806.62,27.08,4948,,94,14,,1.42,3601.954635
treatment company 4,-54.459999,27797,7698,9/1/2018,operator 4,19849,3084.9775,19.62,9,4977,30173.22,0.67,0.04,0.32,,5.04,0.56,12583.59,7251.96,32.06,5427,,81,110,41950368,1.24,8230.697526
treatment company 2,-34.16,11720,5933,1/1/2011,operator 2,5198,,1.87,8,5327,34784.76,1.2,0.1,0.19,,6.24,0.52,12169.78,7034.91,28.14,4401,,80,14,5533929,1.33,864.0738852
treatment company 5,-38.84,18523,6750,5/1/2017,operator 11,10165,3329.3179,26.14,7,6084,34788.79,0.69,0.04,0.33,0.69,4.51,0.39,13070.27,7149.38,31.44,4342,,68,51,14891694,0.89,2802.056243
treatment company 4,-24.940001,11610,6135,7/1/2012,operator 1,4796,822.71124,5.71,5,2655,29564.69,0.72,0.03,0.2,0.78,4.37,0.57,12552.3,6799.15,26.18,4741,,101,13,4610261,2.35,1096.842131
treatment company 4,-50.490002,13782,6668,11/1/2016,operator 32,6831,2439.7839,6.21,5,0,31311.29,1.07,0.03,0.32,0.81,4.79,0.63,12759.83,7489.7,32.64,4798,,100,45,12454948,0.91,1999.530331
treatment company 3,-23,13185,6345,3/1/2016,operator 5,6463,,17.12,6,0,35162.27,0.16,0.02,0.33,,4.51,0.54,13356.46,6862.91,30.64,5169,,71,33,10327993,0.98,2399.131083
treatment company 16,-30.700001,12164,7413,8/1/2016,operator 4,3861,,18.24,11,8461,35185.42,0.67,0.04,0.32,0.81,5.12,0.5,12604.33,7255.47,32.01,5709,,101,29,6534035,0.92,1791.624863
treatment company 12,-23.129999,12607,8241,8/1/2018,operator 25,3649,2062.6599,6.56,17,8389,33148.96,1.73,0.08,0.25,1.04,3.92,0.6,11490.13,6873.9,28.46,5555,,92,22,9695312,1.35,1528.044578
treatment company 1,-55.41,13693,6951,1/1/2016,operator 8,6134,4527.1538,15.88,12,4426,34661.95,0.47,0.02,0.33,,4.68,0.59,13214.46,7040.7,31.16,4823,,87,25,10848465,0.94,1862.166746
treatment company 6,,13340,6810,7/1/2014,operator 4,5837,,29.68,11,6383,34752.38,0.74,0.05,0.33,,4.19,0.74,12924.6,7317.63,32.3,4933,,95,39,,0.94,604.1442249
treatment company 4,-56.970001,13446,6462,8/1/2016,operator 29,6502,920.12238,21.51,11,6321,31658.89,0.81,0,0.32,,4.8,0.43,12763.1,7491.14,32.68,4881,,101,41,11967836,0.97,994.8978698
treatment company 3,-36,14965,7121,8/1/2014,operator 5,7315,565.24841,89.47,2,0,30165.9,1.25,0.06,0.34,,4.07,1.81,12361.94,6473.32,,5315,5228,78,37,9118790,0.93,1692.059695
treatment company 1,-34.389999,16403,6843,2/1/2019,operator 5,9052,836.81824,33.67,11,3671,34719.56,0.68,0.02,0.29,,5.08,0.4,13595.4,6955.35,30.83,4157,5958,76,46,18375150,1.11,3286.239
treatment company 12,-70.379997,15134,8020,6/1/2018,operator 4,5543,904.93347,4.17,7,3701,33353.53,0.56,0.01,0.34,0.87,4.56,0.3,13490.1,6877.69,30.66,5744,,95,28,,1.41,2186.598908
treatment company 9,-27.360001,11076,6297,1/1/2014,operator 17,4529,,62.42,3,0,35163.15,0.85,0.08,0.26,0.73,5.14,0.43,13606.49,6773.59,26.98,3969,,77,28,6194963,1.1,160.5409711
treatment company 1,-42.849998,11061,6460,9/1/2018,operator 17,4351,1840.1987,35.42,9,5384,35313.66,0.8,0.06,0.26,,5.16,0.45,13070.26,6774.33,27.23,4474,,80,20,7008360,0.96,1619.358959
treatment company 3,0.34,14553,6357,11/1/2015,operator 5,7659,,222.52,1,4461,34237.65,0.43,0.02,0.33,,4.68,0.59,13202.61,7034.19,31.14,4699,,73,39,,0.34,1828.09065
treatment company 1,-12.44,14420,6966,2/1/2015,operator 5,7036,4767.8154,3.3,23,9636,34856.29,1.25,0.06,0.34,0.43,4.14,1.79,12346.55,6463.92,29.7,5212,,64,36,,0.89,1339.480354
treatment company 8,-51.93,13417,6518,1/1/2017,operator 26,6438,1142.3738,16.46,8,0,28560.04,0.32,0.02,0.33,,4.68,0.62,13231.58,6984.64,,4742,,97,31,,0.9,746.1053336
treatment company 4,-43.189999,13446,6449,9/1/2016,operator 29,6663,852.60828,40.74,5,0,30707.77,0.82,0,0.32,,4.81,0.43,12763.71,7491.37,32.68,4893,,101,42,12491281,0.95,1122.132455
treatment company 27,-72.839996,11988,6603,9/1/2012,operator 13,4659,1724.9803,10.61,17,8517,34755.29,0.47,0.01,0.33,,4.74,0.38,13639.37,6938.42,30.78,4088,,72,17,5023849,0.94,551.7185592
treatment company 12,-41.650002,14749,7888,6/1/2018,operator 4,6577,1965.1458,2.05,11,4138,33645.53,0.62,0.01,0.26,,4.76,0.46,13487.45,6941.16,30.86,5297,,91,34,18451698,1.45,2432.173196
treatment company 10,-30.08,11790,6388,7/1/2012,operator 6,5121,1017.1043,186.89,27,7692,34805.43,1.2,0.1,0.26,0.66,5.29,0.82,11311.12,6762.98,26.49,4805,,60,13,6707220,1.22,1991.387171
treatment company 5,-13.9,17144,7796,1/1/2014,operator 8,8866,,9.76,25,9750,34828.16,1.22,0.04,0.32,,5.01,0.97,12615.97,7447.7,32.87,6028,,75,61,12061615,0.86,1517.319511
treatment company 2,-12.24,11150,6143,7/1/2011,operator 2,4775,3891.4468,11.69,13,7580,34789.16,1.39,0.11,0.23,0.64,6.86,0.41,11950.4,6903.88,27.54,4648,,103,13,5665036,1.47,1305.191813
treatment company 9,,15958,6974,1/1/2015,operator 5,8445,519.54889,0.79,4,4865,32599.43,1.21,0.05,0.34,,3.99,1.79,12436.2,6500.49,29.78,5174,5647,79,43,9892973,0.86,2894.767864
treatment company 2,-31.33,14491,7820,1/1/2013,operator 20,6551,1823.136,9.42,4,4385,31208.55,0.77,0.04,0.24,,4.38,0.5,11753.31,7071.57,30.68,4930,,92,12,4457004,1.08,2036.607955
treatment company 12,-49.200001,13688,6393,1/1/2019,operator 22,7045,,7.09,22,7391,35147.34,0.63,0.01,0.34,0.87,4.92,0.45,13484.58,6959.23,30.88,4470,,100,33,14376681,1.2,1414.675772
treatment company 12,-55.700001,20109,8090,9/1/2018,operator 4,11769,1477.8228,3.96,10,4836,34505.65,0.31,,0.34,,4.37,0.75,13128.77,6790.14,30.43,5837,,97,59,25379144,1.48,3177.482772
treatment company 12,-26.440001,14832,8501,1/1/2013,operator 9,5990,1515.4327,3.04,25,9541,34872.9,0.96,,0.29,,4.29,0.64,11827.35,7085.9,31.9,6651,,89,21,,1.17,1594.76517
treatment company 2,-26.559999,13995,8893,1/1/2014,operator 7,4519,3531.3374,56.15,6,4187,34966.92,0.43,0.03,0.25,0.99,4.57,0.57,11824.99,7094.5,30.98,5910,,89,32,6924547,0.99,2370.777971
treatment company 4,-39.080002,11615,6556,1/1/2013,operator 1,4934,1013.6836,5.73,8,2552,35349.05,0.56,0.02,0.21,,4.48,0.48,13593.93,6797.2,26.22,4504,6128,99,21,,1.22,1501.689358
treatment company 3,-26.83,15932,6433,2/1/2017,operator 5,9111,,412.26,1,0,34642.75,0.59,0.02,0.33,0.81,5.06,0.45,13491.08,6981.19,30.93,4721,5034,77,45,18419500,1.11,3662.732086
treatment company 1,-29.190001,12810,6186,7/1/2011,operator 9,6332,,0.2,8,0,34603.7,0.61,0.01,0.34,,4.78,0.41,13483.44,6944.11,30.86,4685,5086,75,21,7679182,1.14,541.0174495
treatment company 4,-34.77,12398,6004,6/1/2016,operator 7,6144,2916.0474,12.31,16,9999,34355.73,0.56,0.02,0.25,0.83,4.5,0.28,13500.49,6877.83,30.66,4322,,96,31,7960804,1.12,854.8747474
treatment company 5,-65.910004,12710,7692,1/1/2012,operator 8,3984,734.75037,2.61,16,3609,35056.46,0.31,0.02,0.33,0.85,4.68,0.62,13209.54,6988.75,31.03,5543,,68,14,1912240,0.52,1067.098372
treatment company 2,-32.43,16361,8115,7/1/2012,operator 20,7551,2038.4132,2.85,7,4433,34179.95,0.31,0.02,0.33,0.8,4.66,0.61,13182.77,7015.94,31.11,4688,,71,14,5035624,1.16,1430.782642
treatment company 10,-48.5,12181,,7/1/2014,operator 11,4827,774.42963,42.94,2,3351,30406.3,0.57,0.03,0.33,,4.66,0.58,13158.61,7130.24,31.36,,7575,70,24,11544720,1.13,1578.313098
treatment company 12,-43.299999,14302,7792,3/1/2018,operator 25,5728,3044.7231,13.61,4,5061,33238.32,1.46,0.03,0.24,0.89,4.09,0.41,12253.81,6833.61,28.11,4982,,92,30,13247430,1.33,2544.72524
treatment company 1,-47.700001,16406,6746,9/1/2015,operator 8,8989,1193.7544,62.91,5,6392,34812.8,0.76,0.02,0.34,0.87,5.84,0.19,13705.78,6889.98,30.66,5226,,89,45,22436272,1.11,1906.698513
treatment company 10,-20.610001,13604,7081,5/1/2012,operator 6,6131,3735.7505,2.46,6,0,33906.68,0.29,0.02,0.3,,4.68,0.63,13203.24,6983.49,31.02,5789,,66,10,5928000,1.01,3637.277515
treatment company 5,,15800,5531,4/1/2019,operator 22,9548,829.98633,26.47,2,0,34594.44,0.57,0.01,0.31,,4.78,0.41,13453.74,6927.45,30.8,4243,,100,52,22962160,1.07,1641.541498
treatment company 10,-24.02,15414,6014,9/1/2018,operator 2,8714,2021.9031,2.66,8,0,31358.18,1.35,0.12,0.2,,6.55,0.48,11999.03,7000.87,28.07,,,95,41,19001292,2.32,1438.824444
treatment company 1,-19.18,14578,8018,1/1/2011,operator 20,5342,3087.3438,10.65,7,0,34686.45,1.01,0.06,0.29,,6.05,0.42,11698.26,7030.24,31.56,5817,,77,14,2878200,0.86,1116.070072
treatment company 1,-39.400002,11890,6357,12/1/2017,operator 1,5324,3402.3875,0.03,5,3197,34998.16,0.31,0.01,0.33,,4.69,0.59,13269.06,6960.49,30.94,4564,,100,35,10472455,1.24,2091.234148
treatment company 3,-54,13611,7869,4/1/2018,operator 4,5534,867.63257,27.65,12,6011,35200.81,0.51,,0.33,0.88,4.83,0.44,13600.97,6956.52,30.83,5399,8682,90,36,12607232,1.08,1575.091143
treatment company 1,-33.080002,15837,8309,1/1/2012,operator 20,7159,3209.521,136.92,3,0,34724.5,0.47,0.02,0.34,,,0.57,13168.79,7058.84,31.22,,,85,13,6206248,1.25,1348.528035
treatment company 12,-41.939999,11718,7505,3/1/2015,operator 17,3808,2644.187,5.92,8,0,35143.87,-0.03,0.02,0.24,,2.13,0.65,11310.81,6796.93,28.38,5884,,80,15,176096,0.03,2984.432968
treatment company 5,-57.580002,12142,7643,9/1/2014,operator 18,3412,3204.2871,4.94,2,0,34897.14,0.98,0.07,0.35,0.63,5.19,0.76,11854.79,6380.47,29.36,5455,,88,12,7413904,1.19,453.0311826
treatment company 11,-28.290001,13817,7358,7/1/2013,operator 6,6072,3205.8596,4.69,24,0,34849.93,0.27,0.02,0.33,,4.68,0.63,13220.38,6970.94,30.98,4250,,97,17,7530441,1.29,3628.845098
treatment company 4,-31.52,13005,6367,4/1/2015,operator 1,6089,2262.5527,0.11,10,5662,34842.89,0.29,0.02,0.33,0.88,4.68,0.63,13203.24,6983.49,31.02,5066,,99,17,11351437,1.66,1461.046372
treatment company 10,-34.119999,12627,6350,1/1/2013,operator 6,6166,2859.5527,63.65,4,0,35339,0.36,,0.22,0.85,4.98,0.36,12907.62,6790.75,26.88,4508,,91,13,7164159,1.29,1498.904494
treatment company 15,-48.889999,14761,7893,11/1/2015,operator 12,6407,3675.6843,6.97,8,3661,34111.76,0.75,0.07,0.34,,4.61,0.61,12749.47,6652.92,29.96,5821,,80,29,9144740,1.23,1188.713132
treatment company 7,-47.82,12895,8831,3/1/2013,operator 11,3114,1641.6816,7.92,13,4617,34049.57,0.26,0.02,0.26,0.95,4.42,0.71,11849.72,7095.87,31.31,5815,,69,9,1057977,0.75,823.0556071
treatment company 11,-27.120001,12077,5394,7/1/2012,operator 6,6059,,472.98,1,7929,33723.09,0.55,0.01,0.34,,4.71,0.38,13462.05,6905.12,30.74,3984,9110,70,11,6730460,0.98,1275.48471
treatment company 4,-0.54000002,13763,7424,9/1/2018,operator 14,5113,1137.4159,8.53,4,4051,34617.18,0.8,0.01,0.28,,4.23,0.51,11305.23,6772.43,28.9,5731,,108,28,13781403,1.03,3092.074435
treatment company 9,-51.27,16719,6924,4/1/2018,operator 11,8919,3072.0459,2.17,13,0,34773.26,0.52,0.01,0.33,0.8,4.73,0.51,13400.65,6960.89,30.93,3917,,70,44,13226897,0.97,4326.024442
treatment company 1,-25.959999,15769,6419,10/1/2018,operator 5,8933,2049.0005,0.77,4,0,31059.16,1.28,0.05,0.34,0.5,3.87,1.89,12378.58,6502.64,29.8,4538,,73,46,18526510,1.14,3254.416256
treatment company 1,-16.200001,21144,6515,12/1/2018,operator 5,13959,1678.2325,436.53,1,4540,34673.18,0.65,0.02,0.33,0.86,5.14,0.4,13591.62,6954.28,30.84,3753,,73,70,25153120,1.15,3058.949337
treatment company 2,-24.629999,13915,,1/1/2013,operator 20,6572,,5.64,8,0,35249.91,0.51,0.02,0.33,0.85,4.7,0.55,13297.75,7008.05,31.05,4243,,92,10,3668214,1.12,469.0747594
treatment company 3,-44.950001,14883,6944,2/1/2018,operator 1,7689,1184.5908,7.15,9,5486,28117.32,1.18,,0.3,,4.77,0.45,12443,6760.73,28.7,5118,6655,97,43,,1.38,4763.125802
treatment company 12,-43.16,13369,7442,1/1/2012,operator 7,5094,3668.3848,0.47,17,519,34812.4,1.62,,0.2,,5.2,0.83,11992.9,7134.7,29.58,5550,,79,17,,0.61,1414.737526
treatment company 16,9.79,10261,6597,11/1/2016,operator 4,2437,,3.71,6,0,34587.56,1.22,0.05,0.34,0.52,3.82,1.82,12452.46,6534.03,29.87,3927,,100,12,,1.17,1379.65814
treatment company 10,-51.509998,11050,7565,1/1/2014,operator 11,3211,701.80225,4.28,4,5462,35273.14,0.42,0.03,0.33,0.85,4.61,0.58,13031.53,7065.54,31.3,5302,,70,15,6054945,1.16,1182.054789
treatment company 16,-57.009998,15420,7901,3/1/2014,operator 12,7135,854.66724,13.75,24,10337,34589.6,0.76,0.06,0.34,,4.69,0.6,12652.54,6637.96,29.9,6444,9192,82,29,11388714,1.37,1997.615956
treatment company 5,-44.060001,12173,5564,1/1/2014,operator 15,5844,2705.4407,5.24,6,0,35056.46,0.36,0.02,0.28,0.85,4.71,0.59,13260.93,6994.61,31.03,2149,,87,16,,1.37,777.7646801
treatment company 10,-15.84,15621,6391,9/1/2017,operator 5,8786,1236.0558,76.16,1,0,30763.92,0.51,0.02,0.29,0.88,4.7,0.55,13297.75,7008.05,31.05,3947,,79,44,,1.15,1957.471727
treatment company 8,-41.259998,12994,6946,8/1/2014,operator 4,5798,1696.131,704.57,1,8261,34601.01,0.72,0.03,0.34,0.53,3.88,1.03,12670.27,6671.82,30.15,5019,,80,20,8160030,1.16,436.6747577
treatment company 1,-28.5,15965,8292,2/1/2012,operator 20,7348,2665.6904,6.24,24,363,34774.38,0.43,0.02,0.34,0.82,4.68,0.58,13182.01,7011.47,31.09,5892,,85,13,6197810,1.27,1577.474859
treatment company 1,-58.32,13011,8224,7/1/2013,operator 26,4547,1358.783,246.03,2,1365,35185.98,1.14,0.05,0.32,,5.61,0.85,12753.58,7385.87,32.85,5484,,87,12,3435108,0.8,938.7745778
treatment company 10,-34.25,13110,6460,9/1/2011,operator 6,6466,917.89734,227.53,1,0,30925.95,0.42,0.01,0.22,0.86,,0.42,12420.31,6793.69,26.96,4348,4931,73,10,7247106,1.43,1105.120556
treatment company 4,-55.02,18092,7845,1/1/2019,operator 4,9924,1020.4037,4.84,12,4462,33022.02,0.35,0.02,0.27,,4.68,0.61,13203.94,7003.34,31.06,5553,,99,49,,1.43,3831.231319
treatment company 2,-25.860001,14825,8781,7/1/2014,operator 6,5856,,1.03,12,2871,34761.52,1.15,0.05,0.22,,4.11,0.66,11894.91,6797.43,27.29,5336,,77,33,7740896,1.32,3012.855192
treatment company 8,-17.389999,12182,7679,7/1/2014,operator 6,4191,4483.8638,4.13,12,604,34675.16,1.07,0.07,0.21,0.74,3.97,0.45,11248.15,6809.53,27.65,5509,,98,23,7248202,1.41,2867.646563
treatment company 3,-32.27,14010,6366,3/1/2016,operator 5,7394,,0.77,24,0,34775.43,1.32,0.05,0.34,0.5,3.87,1.93,12338.62,6491.62,29.79,5259,,73,36,11598425,1,2764.860535
treatment company 4,-55.099998,10517,6095,7/1/2012,operator 1,3876,3196.6631,397.81,1,4874,30192.8,0.57,0.02,0.21,,4.77,0.42,13241.03,6795.9,26.52,4435,,100,10,3368945,0.81,2002.704658
treatment company 10,-53.419998,13570,7980,1/1/2013,operator 4,5156,1060.5619,1.12,12,1560,34732.38,0.04,0.03,0.34,,4.66,0.83,13013.93,6892.1,30.81,5559,8857,76,21,6596814,0.8,1238.255076
treatment company 12,,15495,8967,1/1/2014,operator 7,5802,1858.5878,524.53,1,0,34594.03,0.47,0.03,0.25,,4.51,0.54,11815.87,7095.13,30.91,,,86,39,8451363,1.07,2939.61588
treatment company 4,-28.969999,15490,,3/1/2019,operator 14,8290,695.18793,29.71,17,8128,34594.44,0.42,0.01,0.33,0.86,4.74,0.51,13602.6,6939.74,30.82,4929,,108,42,21021924,1.46,5077.423125
treatment company 2,-47.389999,15385,6392,3/1/2016,operator 7,8612,2629.791,2.37,15,10440,35280.36,0.21,0.02,0.33,,4.54,0.56,13314.84,6902.56,30.76,,,95,45,13223862,1.16,1217.07007
treatment company 8,-25.299999,16251,8238,9/1/2016,operator 26,7088,,49.76,5,3885,35313.77,0.42,,0.34,,4.84,0.72,12587.52,6702.29,30.14,5874,,89,22,10361744,1.04,1174.732506
treatment company 4,,20741,6555,3/1/2019,operator 14,13641,1732.1422,0.85,16,10053,35169.1,0.06,0.02,0.33,,4.61,0.73,13169.32,6894.85,30.77,5104,,108,71,33633268,1.2,8880.671151
treatment company 8,-56.189999,14741,8084,3/1/2015,operator 26,6366,,8.38,11,0,35147.44,0.53,0.04,0.35,,4.88,0.63,12448.87,6657.77,29.93,6082,9620,90,21,,1.2,929.9802678
treatment company 9,,14810,6668,5/1/2015,operator 16,7892,3005.4355,3.87,24,0,34603.7,1.13,,0.34,0.54,3.77,1.7,12525.05,6570.95,29.94,4870,,75,37,6695598,0.64,2077.228193
treatment company 9,-67.879997,12370,7300,10/1/2015,operator 1,4455,2938.6787,4.47,9,0,34604.57,0.44,0.03,0.34,0.59,3.61,0.51,13129.16,6699.63,30.19,5009,8425,101,16,7985465,1.65,1310.394358
treatment company 8,-24.33,14359,8670,1/1/2014,operator 6,5439,3247.8206,27.46,14,6116,28353.2,1.16,0.08,0.21,,2.93,0.45,11819.01,6816.48,28,5823,9280,93,16,6241473,1.27,3014.682988
treatment company 9,-22.309999,15295,7126,4/1/2018,operator 11,7742,1561.9735,600.19,1,5374,34320.13,0.72,0.04,0.33,0.83,4.86,0.27,12764.71,7227.46,31.79,5210,6730,70,39,11686438,1.03,3239.216718
treatment company 28,-17.32,11026,7160,1/1/2011,operator 14,3315,3962.4231,40.15,4,0,31372.34,0.14,0.03,0.25,,4.89,0.59,11337.54,6784.81,27.95,5612,,80,15,,1.18,4036.422411
treatment company 5,-57.66,18831,7101,2/1/2015,operator 18,10642,1424.8922,39.44,11,5907,28402.75,0.47,0.02,0.33,,4.74,0.58,13276.99,7023.14,31.09,4402,,90,37,14391513,1.11,2805.410359
treatment company 2,,14165,6407,3/1/2016,operator 7,7735,1309.0497,9.45,16,9039,35326.04,0.37,0.02,0.33,0.8,4.61,0.57,13213.26,6968.03,30.95,4020,,95,41,12056189,1.2,1299.256084
treatment company 2,-24.940001,16580,7499,7/1/2014,operator 6,8738,1424.7654,12.76,7,0,34559,0.57,0.02,0.33,,4.63,0.35,13484.98,6906.2,30.74,5415,,95,37,12877900,1.39,4805.400412
treatment company 12,-37.650002,18129,8939,10/1/2017,operator 25,8940,4034.8218,3.02,8,4088,32170.72,1.73,,0.25,,4,0.65,11518.81,6848.73,28.2,5566,,87,52,22975888,1.36,3265.787761
treatment company 2,-36.720001,16690,9067,7/1/2012,operator 20,7471,1520.3284,6.46,16,7212,34250.42,0.27,0.02,0.25,0.98,4.57,0.66,11857.84,7098.6,31.1,6498,,73,14,4764219,0.74,1830.203588
treatment company 12,-25.23,13639,8442,1/1/2013,operator 9,4888,3094.9485,30.32,3,2829,34579.27,0.91,0.05,0.29,,4.51,0.49,11650.92,7065.54,31.66,6507,,90,25,7399600,1.09,534.7422141
treatment company 9,-30.030001,9104,6958,7/1/2013,operator 14,1713,2724.8481,33.74,11,5571,34521.71,0.14,0.02,0.24,,4.98,0.54,11633.39,6785.25,27.69,5065,6253,84,11,4184888,1.12,2181.872394
treatment company 23,-49.009998,11017,6598,7/1/2013,operator 11,3873,,535.51,1,6201,34350.94,0.44,,0.33,0.72,4.8,0.63,13303.38,7099.04,31.24,3745,,70,18,5267722,0.96,643.7378028
